X,Y,OBJECTID,LEVEL_,LOC_TYPE,LOC,SCH_NAME,ADDRESS,CITY,ST,ZIP,PHONE,SCH_AB,SCH_WEB
1183740.875,256258.641249999,26,E,JCPS,92,CRUMS LANE ELEMENTARY,3212 S CRUMS LN,LOUISVILLE,KY,40216,485-8236,CRUMS LANE,https://www.jefferson.kyschools.us/schools/profiles/crums-lane
1173718.625,225546.953749999,27,E,JCPS,82,DIXIE ELEMENTARY,10201 CASA LANDA DR,LOUISVILLE,KY,40272,485-8238,DIXIE,https://www.jefferson.kyschools.us/schools/profiles/dixie
1240340.25,288545.21875,28,E,JCPS,156,DUNN ELEMENTARY,2010 RUDY LN,LOUISVILLE,KY,40207,485-8240,DUNN,https://www.jefferson.kyschools.us/schools/profiles/dunn
1178814.0,236198.828749999,29,E,JCPS,131,EISENHOWER ELEMENTARY,5300 JESSAMINE LN,LOUISVILLE,KY,40258,485-8244,EISENHOWER,https://www.jefferson.kyschools.us/schools/profiles/eisenhower
1208124.375,272315.8125,30,E,JCPS,240,ENGELHARD ELEMENTARY,1004 S 1ST ST,LOUISVILLE,KY,40203,485-8246,ENGELHARD,https://www.jefferson.kyschools.us/schools/profiles/engelhard
1205260.5,223814.90625,31,E,JCPS,10,FAIRDALE ELEMENTARY,10104 MITCHELL HILL RD,LOUISVILLE,KY,40118,485-8247,FAIRDALE ELEM,https://www.jefferson.kyschools.us/schools/profiles/fairdale
1267734.4225,239732.958749995,32,E,JCPS,212,FARMER ELEMENTARY,6405 GELLHAUS LN,LOUISVILLE,KY,40299,485-8625,FARMER,https://www.jefferson.kyschools.us/schools/profiles/farmer
1253630.5,241979.6875,33,E,JCPS,11,FERN CREEK ELEMENTARY,8815 FERNDALE RD,LOUISVILLE,KY,40291,485-8250,FERN CREEK ELEM,https://www.jefferson.kyschools.us/schools/profiles/fern-creek-elementary
1230280.0,277107.5625,34,E,JCPS,250,FIELD ELEMENTARY,120 SACRED HEART LN,LOUISVILLE,KY,40206,485-8252,FIELD,https://www.jefferson.kyschools.us/schools/profiles/field
1189315.625,272187.59375,35,E,JCPS,270,FOSTER TRADITIONAL ACADEMY,1401 S 41ST ST,LOUISVILLE,KY,40211,485-8253,FOSTER,https://www.jefferson.kyschools.us/schools/profiles/foster
1200834.25,261649.40625,36,E,JCPS,290,FRAYSER ELEMENTARY,1230 LARCHMONT AV,LOUISVILLE,KY,40215,485-8255,FRAYSER,https://www.jefferson.kyschools.us/schools/profiles/frayser
1236437.62375,260869.783749998,37,E,JCPS,61,GOLDSMITH ELEMENTARY,3520 GOLDSMITH LN,LOUISVILLE,KY,40220,485-8258,GOLDSMITH LANE,https://www.jefferson.kyschools.us/schools/profiles/goldsmith
1246121.875,267383.59375,38,E,JCPS,13,GREATHOUSE/SHRYOCK TRAD ELEM,2700 BROWNS LN,LOUISVILLE,KY,40220,485-8259,GREATHOUSE/SHYROCK,https://www.jefferson.kyschools.us/schools/profiles/greathouse-shryock
1177088.5,239084.5,39,E,JCPS,14,GREENWOOD ELEMENTARY,5801 GREENWOOD RD,LOUISVILLE,KY,40258,485-8260,GREENWOOD,https://www.jefferson.kyschools.us/schools/profiles/greenwood
1192717.25,250632.5625,40,E,JCPS,115,GUTERMUTH ELEMENTARY,1500 SANDERS LN,LOUISVILLE,KY,40216,485-8261,GUTERMUTH,https://www.jefferson.kyschools.us/schools/profiles/gutermuth
1233024.125,236800.828749999,41,E,JCPS,121,HARTSTERN ELEMENTARY,5200 MORNINGSIDE WY,LOUISVILLE,KY,40219,485-8262,HARTSTERN,https://www.jefferson.kyschools.us/schools/profiles/hartstern
1232023.0,264857.5625,42,E,JCPS,48,HAWTHORNE ELEMENTARY,2301 CLARENDON AV,LOUISVILLE,KY,40205,485-8263,HAWTHORNE,https://www.jefferson.kyschools.us/schools/profiles/hawthorne
1199038.625,251613.922499999,43,E,JCPS,300,HAZELWOOD ELEMENTARY,1325 BLUEGRASS AV,LOUISVILLE,KY,40215,485-8264,HAZELWOOD,https://www.jefferson.kyschools.us/schools/profiles/hazelwood
1274544.5,271302.40625,44,E,JCPS,95,HITE ELEMENTARY,12408 OLD SHELBYVILLE RD,LOUISVILLE,KY,40243,485-8267,HITE,https://www.jefferson.kyschools.us/schools/profiles/hite
1226255.375,247668.8125,45,E,JCPS,76,INDIAN TRAIL ELEMENTARY,3709 E INDIAN TL,LOUISVILLE,KY,40213,485-8268,INDIAN TRAIL,https://www.jefferson.kyschools.us/schools/profiles/indian-trail
1196197.25624999,255690.761250004,46,E,JCPS,325,JACOB ELEMENTARY,3701 E WHEATMORE DR,LOUISVILLE,KY,40215,485-8271,JACOB ELEM,https://www.jefferson.kyschools.us/schools/profiles/jacob
1257033.5,254177.9375,47,E,JCPS,166,JEFFERSONTOWN ELEMENTARY,3610 CEDARWOOD WY,LOUISVILLE,KY,40299,485-8274,JEFFERSONTOWN ELEM,https://www.jefferson.kyschools.us/schools/profiles/jeffersontown-elementary
1167689.0,228980.25,48,E,JCPS,106,JOHNSONTOWN ROAD ELEMENTARY,7201 JOHNSONTOWN RD,LOUISVILLE,KY,40272,485-8278,JOHNSONTOWN ROAD,https://www.jefferson.kyschools.us/schools/profiles/johnsontown-road
1189817.9375,270244.78125,49,E,JCPS,720,KENNEDY MONTESSORI ELEMENTARY,3800 GIBSON LN,LOUISVILLE,KY,40211,485-8280,KENNEDY,https://www.jefferson.kyschools.us/schools/profiles/kennedy-montessori
1198345.75,238753.641249999,50,E,JCPS,59,KENWOOD ELEMENTARY,7420 JUSTAN AV,LOUISVILLE,KY,40214,485-8283,KENWOOD,https://www.jefferson.kyschools.us/schools/profiles/kenwood
1184113.31125,246414.556250006,51,E,JCPS,79,KERRICK ELEMENTARY,2210 UPPER HUNTERS TC,LOUISVILLE,KY,40216,485-8284,KERRICK,https://www.jefferson.kyschools.us/schools/profiles/kerrick
1188641.0,279833.84375,52,E,JCPS,432,KING ELEMENTARY,4325 VERMONT AV,LOUISVILLE,KY,40211,485-8285,KING,https://www.jefferson.kyschools.us/schools/profiles/king
1241825.375,261200.46875,53,E,JCPS,134,KLONDIKE LANE ELEMENTARY,3807 KLONDIKE LN,LOUISVILLE,KY,40218,485-8286,KLONDIKE LANE,https://www.jefferson.kyschools.us/schools/profiles/klondike
1233326.125,221699.90625,54,E,JCPS,145,LAUKHUF ELEMENTARY,5100 CAPEWOOD DR,LOUISVILLE,KY,40229,485-8289,LAUKHUF,https://www.jefferson.kyschools.us/schools/profiles/laukhuf
1180730.5,226366.8125,55,E,JCPS,126,LAYNE ELEMENTARY,9831 EAST AV,LOUISVILLE,KY,40272,485-8290,LAYNE,https://www.jefferson.kyschools.us/schools/profiles/layne
1214034.0,277974.46875,56,E,JCPS,520,LINCOLN ELEMENTARY,930 E MAIN ST,LOUISVILLE,KY,40206,485-8291,LINCOLN,https://www.jefferson.kyschools.us/schools/profiles/lincoln
1254978.625,274167.46875,57,E,JCPS,146,LOWE ELEMENTARY,210 OXFORDSHIRE LN,LOUISVILLE,KY,40222,485-8293,LOWE,https://www.jefferson.kyschools.us/schools/profiles/lowe
1243683.0,239446.71875,58,E,JCPS,107,LUHR ELEMENTARY,6900 FEGENBUSH LN,LOUISVILLE,KY,40228,485-8295,LUHR,https://www.jefferson.kyschools.us/schools/profiles/luhr
1194583.8475,271610.453749999,59,E,JCPS,480,MAUPIN ELEMENTARY,1312 CATALPA ST,LOUISVILLE,KY,40211,485-8310,MAUPIN,https://www.jefferson.kyschools.us/schools/profiles/maupin
1202042.75,266473.25,60,E,JCPS,440,MCFERRAN PREPARATORY,1900 S 7TH ST,LOUISVILLE,KY,40208,485-8297,MCFERRAN,https://www.jefferson.kyschools.us/schools/profiles/mcferran
1172796.5,219042.6875,61,E,JCPS,22,MEDORA ELEMENTARY,11801 DEERING RD,LOUISVILLE,KY,40272,485-8298,MEDORA,https://www.jefferson.kyschools.us/schools/profiles/medora
1269442.75,275195.875,62,E,JCPS,24,MIDDLETOWN ELEMENTARY,218 N MADISON AV,LOUISVILLE,KY,40243,485-8300,MIDDLETOWN,https://www.jefferson.kyschools.us/schools/profiles/middletown
1192047.25,258171.547499999,63,E,JCPS,147,MILL CREEK ELEMENTARY,3816 DIXIE HY,LOUISVILLE,KY,40216,485-8301,MILL CREEK,https://www.jefferson.kyschools.us/schools/profiles/mill-creek
1219188.25,231072.609999999,64,E,JCPS,99,MINORS LANE ELEMENTARY,8510 MINOR LN,LOUISVILLE,KY,40219,485-8303,MINORS LANE,https://www.jefferson.kyschools.us/schools/profiles/minors-lane
1253067.5,293331.5,65,E,JCPS,96,NORTON ELEMENTARY,8101 BROWNSBORO RD,LOUISVILLE,KY,40222,485-8308,NORTON,https://www.jefferson.kyschools.us/schools/profiles/norton
1226267.25,236598.1875,66,E,JCPS,27,OKOLONA ELEMENTARY,7606 PRESTON HY,LOUISVILLE,KY,40219,485-8309,OKOLONA,https://www.jefferson.kyschools.us/schools/profiles/okolona
1194531.75,285782.375,67,E,JCPS,500,PORTLAND ELEMENTARY,3410 NORTHWESTERN PW,LOUISVILLE,KY,40212,485-8313,PORTLAND,https://www.jefferson.kyschools.us/schools/profiles/portland
1233334.625,249607.609999999,68,E,JCPS,128,PRICE ELEMENTARY,5001 GARDEN GREEN WY,LOUISVILLE,KY,40218,485-8315,PRICE,https://www.jefferson.kyschools.us/schools/profiles/price
1232378.875,245612.53125,69,E,JCPS,81,RANGELAND ELEMENTARY,1701 RANGELAND RD,LOUISVILLE,KY,40219,485-8317,RANGELAND,https://www.jefferson.kyschools.us/schools/profiles/rangeland
1201416.875,276568.0,70,E,JCPS,530,ROOSEVELT/PERRY ELEMENTARY,1606 MAGAZINE ST,LOUISVILLE,KY,40203,485-8319,ROOSEVELT-PERRY,https://www.jefferson.kyschools.us/schools/profiles/zia-roosevelt-perry-elementary
1203983.375,248532.40625,71,E,JCPS,560,RUTHERFORD ELEMENTARY,301 W SOUTHLAND BV,LOUISVILLE,KY,40214,485-8320,RUTHERFORD,https://www.jefferson.kyschools.us/schools/profiles/rutherford
1172741.875,234404.484999999,72,E,JCPS,86,SANDERS ELEMENTARY,8408 TERRY RD,LOUISVILLE,KY,40258,485-8322,SANDERS,https://www.jefferson.kyschools.us/schools/profiles/sanders
1187995.5,257319.016249999,73,E,JCPS,63,SCHAFFNER ELEMENTARY,2701 CRUMS LN,LOUISVILLE,KY,40216,485-8217,SCHAFFNER,https://www.jefferson.kyschools.us/schools/profiles/schaffner
1203026.0,256881.453749999,74,E,JCPS,580,SEMPLE ELEMENTARY,724 DENMARK ST,LOUISVILLE,KY,40215,485-8324,SEMPLE,https://www.jefferson.kyschools.us/schools/profiles/semple
1178981.375,244080.859999999,75,E,JCPS,97,SHACKLETTE ELEMENTARY,5310 MERCURY DR,LOUISVILLE,KY,40258,485-8325,SHACKLETTE,https://www.jefferson.kyschools.us/schools/profiles/shacklette
1211022.75,266762.125,76,E,JCPS,610,SHELBY TRADITIONAL ACADEMY,735 ZIEGLER ST,LOUISVILLE,KY,40217,485-8327,SHELBY,https://www.jefferson.kyschools.us/schools/profiles/shelby
1225878.5,243226.109999999,77,E,JCPS,103,SLAUGHTER ELEMENTARY,3805 FERN VALLEY RD,LOUISVILLE,KY,40219,485-8328,SLAUGHTER,https://www.jefferson.kyschools.us/schools/profiles/slaughter
1240366.625,235641.328749999,78,E,JCPS,87,SMYRNA ELEMENTARY,6401 OUTER LOOP,LOUISVILLE,KY,40228,485-8329,SMYRNA,https://www.jefferson.kyschools.us/schools/profiles/smyrna
1241025.25,274522.28125,79,E,JCPS,64,ST MATTHEWS ELEMENTARY,601 BROWNS LN,LOUISVILLE,KY,40207,485-8321,ST. MATTHEWS,https://www.jefferson.kyschools.us/schools/profiles/st-matthews
1184594.25,225749.5,80,E,JCPS,71,STONESTREET ELEMENTARY,10007 STONESTREET RD,LOUISVILLE,KY,40272,485-8333,STONESTREET,https://www.jefferson.kyschools.us/schools/profiles/stonestreet
1285020.375,282087.65625,81,E,JCPS,211,STOPHER ELEMENTARY,14417 AIKEN ROAD,LOUISVILLE,KY,40245,485-8281,STOPHER,https://www.jefferson.kyschools.us/schools/profiles/stopher
1190478.25,241539.1875,82,E,JCPS,104,TRUNNELL ELEMENTARY,7609 ST ANDREWS CHURCH RD,LOUISVILLE,KY,40214,485-8337,TRUNNELL,https://www.jefferson.kyschools.us/schools/profiles/trunnell
1260673.5,256206.03125,83,E,JCPS,16,TULLY ELEMENTARY,3300 COLLEGE DR,LOUISVILLE,KY,40299,485-8338,TULLY,https://www.jefferson.kyschools.us/schools/profiles/tully
1166163.25,208552.03125,84,E,JCPS,69,WATSON LANE ELEMENTARY,7201 WATSON LN,LOUISVILLE,KY,40272,485-8341,WATSON LANE,https://www.jefferson.kyschools.us/schools/profiles/watson-lane
1244653.375,254774.266249999,85,E,JCPS,72,WATTERSON ELEMENTARY,3900 BRECKENRIDGE LN,LOUISVILLE,KY,40218,485-8342,WATTERSON,https://www.jefferson.kyschools.us/schools/profiles/watterson
1177131.75,252587.875,86,E,JCPS,116,WELLINGTON ELEMENTARY,4800 KAUFMAN LN,LOUISVILLE,KY,40216,485-8343,WELLINGTON,https://www.jefferson.kyschools.us/schools/profiles/wellington
1200200.25,272864.96875,87,E,JCPS,182,WHEATLEY ELEMENTARY,1107 S 17TH ST,LOUISVILLE,KY,40210,485-8348,WHEATLEY,https://www.jefferson.kyschools.us/schools/profiles/wheatley
1259628.125,245486.0,88,E,JCPS,109,WHEELER ELEMENTARY,5700 CYNTHIA DR,LOUISVILLE,KY,40291,485-8349,WHEELER,https://www.jefferson.kyschools.us/schools/profiles/wheeler
1246562.5,286621.84375,89,E,JCPS,67,WILDER ELEMENTARY,1913 HERR LN,LOUISVILLE,KY,40222,485-8350,WILDER,https://www.jefferson.kyschools.us/schools/profiles/wilder
1173262.375,230923.125,90,E,JCPS,66,WILKERSON ELEMENTARY,5601 JOHNSONTOWN RD,LOUISVILLE,KY,40272,485-8351,WILKERSON,https://www.jefferson.kyschools.us/schools/profiles/wilkerson
1240961.25,222383.5625,91,E,JCPS,117,WILT ELEMENTARY,6700 PRICE LANE RD,LOUISVILLE,KY,40229,485-8353,WILT,https://www.jefferson.kyschools.us/schools/profiles/wilt
1192416.3125,279315.5625,92,E,JCPS,374,YOUNG ELEMENTARY,3526 W MUHAMMAD ALI BV,LOUISVILLE,KY,40212,485-8354,YOUNG,https://www.jefferson.kyschools.us/schools/profiles/young-elementary
1260805.625,289087.46875,93,E,JCPS,78,ZACHARY TAYLOR ELEMENTARY,9620 WESTPORT RD,LOUISVILLE,KY,40222,485-8336,ZACHARY TAYLOR,https://www.jefferson.kyschools.us/schools/profiles/zachary-taylor-elementary
1209432.125,275845.125,94,H,JCPS,456,ACKERLY,200 E CHESTNUT ST,LOUISVILLE,KY,40202,588-6941,ACKERLY,https://www.jefferson.kyschools.us/schools/profiles/ackerly
1236621.68875,260702.998750001,95,H,JCPS,183,ALFRED BINET,3410 BON AIR AV,LOUISVILLE,KY,40220,485-8209,BINET,https://www.jefferson.kyschools.us/schools/profiles/binet-school
1268391.00375,282645.626249999,96,H,JCPS,35,USPIRITUS BELLEWOOD,11103 PARK RD,ANCHORAGE,KY,40223,245-4171,BELLEWOOD,https://www.jefferson.kyschools.us/schools/profiles/bellewood
1233149.125,262255.03125,97,H,JCPS,28,BOYS & GIRLS HAVEN,2301 GOLDSMITH LN,LOUISVILLE,KY,40218,429-5408,BOYS & GIRLS HAVEN,https://www.boysandgirlshaven.org/
1214662.25,274253.78125,98,H,JCPS,129,BRECKINRIDGE METROPOLITAN,1128 E BROADWAY,LOUISVILLE,KY,40204,485-6678,BRECKINRIDGE METRO,https://www.jefferson.kyschools.us/schools/profiles/breckinridge-metropolitan-high
1231242.125,260894.578749999,99,H,JCPS,25,USPIRITUS BROOKLAWN,2125 GOLDSMITH LN,LOUISVILLE,KY,40218,452-1612,BROOKLAWN,https://schools.jefferson.kyschools.us/Special/SAC/brooklawn.html
1231471.5,257266.953749999,100,H,JCPS,202,MINOR DANIELS ACADEMY,1960 BASHFORD MANOR LN,LOUISVILLE,KY,40218,485-8316,MINOR DANIELS,https://www.jefferson.kyschools.us/schools/profiles/minor-daniels-academy
1209036.625,260498.109999999,101,H,JCPS,917,CHURCHILL PARK ,435 BOXLEY AV,LOUISVILLE,KY,40209,485-8229,CHURCHILL PARK,https://www.jefferson.kyschools.us/schools/profiles/churchill-park-rehab
1209358.9025,273159.233750001,102,H,JCPS,37,DAWSON ORMAN EDUCATION CENTER,900 S FLOYD ST,LOUISVILLE,KY,40203,485-7008,DAWSON ORMAN,https://www.jefferson.kyschools.us/schools/profiles/dawson-orman-ed-ctr
1190490.14624999,269039.793750003,103,H,JCPS,70,DUVALLE EDUCATION CENTER,3610 BOHNE AV,LOUISVILLE,KY,40211,485-6771,DUVALLE,https://www.jefferson.kyschools.us/schools/profiles/duvalle-education-center
1214769.75,277398.75,104,H,JCPS,768,HOME OF THE INNOCENTS,1100 E MARKET ST,LOUISVILLE,KY,40206,596-1291,HOME OF THE INNOCENTS,https://www.jefferson.kyschools.us/schools/profiles/home-innocents-school
1209318.4025,272899.252499998,105,H,JCPS,951,PATHFINDER SCHOOL OF INNOVATION,900 S FLOYD ST,LOUISVILLE,KY,40203,485-3173,PATHFINDER,https://www.jefferson.kyschools.us/schools/profiles/jefferson-county-high-school
1253236.75,265162.28125,106,E,JCPS,175,ALEX KENNEDY ELEMENTARY,4515 TAYLORSVILLE RD,LOUISVILLE,KY,40220,485-6950,ALEX KENNEDY,https://www.jefferson.kyschools.us/schools/profiles/alex-r-kennedy
1256186.58374999,282367.840000004,107,H,JCPS,138,LOUISVILLE DAY TREATMENT CTR,8711 LA GRANGE RD,LOUISVILLE,KY,40222,485-7126,LOUISVILLE DAY,https://www.jefferson.kyschools.us/schools/profiles/louisville-day-treatment 
1208444.03874999,272646.757499993,108,H,JCPS,465,HEUSER HEARING & LANGUAGE ACADEMY,117 E KENTUCKY ST,LOUISVILLE,KY,40203,5153323,HEUSER,https://thehearinginstitute.org/academy/
1205922.625,278223.46875,109,H,JCPS,463,LOUISVILLE METRO YOUTH CENTER,720 W JEFFERSON ST,LOUISVILLE,KY,40202,,LOUISVILLE METRO, 
1223438.52249999,247835.1875,110,H,JCPS,458,MARY RYAN ACADEMY,3307 E INDIAN TL,LOUISVILLE,KY,40213,485-7988,MARY RYAN,https://www.jefferson.kyschools.us/schools/profiles/mary-ryan-academy
1263847.25,281185.59375,111,H,JCPS,193,MARYHURST HIGH,1015 DORSEY LN,LOUISVILLE,KY,40223,245-1576,MARYHURST,https://www.jefferson.kyschools.us/schools/profiles/mary-jo-and-william-macdonald-maryhurst
1221049.5,264577.46875,112,H,JCPS,784,CARITAS PEACE ACADEMY,2020 NEWBURG RD,LOUISVILLE,KY,40205,479-4180,PEACE ACADEMY,https://www.jefferson.kyschools.us/schools/profiles/peace-academy
1201840.26000001,266467.409999996,113,H,JCPS,110,WESTERN DAY TREATMENT CENTER,1900 S 7TH ST,LOUISVILLE,KY,40201,447-9145,WESTERN DAY,https://www.jefferson.kyschools.us/schools/profiles/western-day-treatment
1209140.5,227918.422499999,114,H,JCPS,50,GEORGIA CHAFFEE TAPP,1010 NEIGHBORHOOD PLACE,LOUISVILLE,KY,40118,485-8748,GEORGIA CHAFFEE TAPP,https://www.jefferson.kyschools.us/schools/profiles/south-park-tapp
1227051.75,278685.625,115,H,JCPS,29,ST JOSEPH CHILDREN'S HOME,2823 FRANKFORT AV,LOUISVILLE,KY,40206,893-0241,ST. JOSEPH,https://sjkids.org/
1244769.625,270833.3125,116,H,JCPS,19,THE BROOK/DUPONT,1405 BROWNS LN,LOUISVILLE,KY,40207,896-0495,THE BROOK/DUPONT,https://www.thebrookhospitals.com/
1253899.5,284143.4375,117,H,JCPS,20,THE BROOK/KMI,8521 LA GRANGE RD,LOUISVILLE,KY,40242,426-6380,THE BROOK/KMI,https://www.thebrookhospitals.com/
1207313.25,265678.0,118,H,JCPS,124,U OF L P.A.C.T. PROGRAM,100 CARDINAL AV,LOUISVILLE,KY,40292,852-6402,U OF L P.A.C.T., 
1182619.25,250736.34375,119,H,JCPS,34,WALLER ENVIRONMENTAL,2415 ROCKFORD LN,LOUISVILLE,KY,40216,485-8560,WALLER,https://www.jefferson.kyschools.us/schools/profiles/waller-environmental
1256235.5,286877.90625,120,H,JCPS,916,WESTPORT EARLY CHILDHOOD CENTER,8800 WESTPORT RD,LOUISVILLE,KY,40222,485-6657,WESTPORT ECH,https://www.jefferson.kyschools.us/schools/profiles/westport-early-childhood-center
1225239.375,276184.3125,121,M,JCPS,40,BARRET TRADITIONAL MIDDLE,2561 GRINSTEAD DR,LOUISVILLE,KY,40206,485-8207,BARRET,https://www.jefferson.kyschools.us/schools/profiles/barret
1259611.625,250891.484999999,122,M,JCPS,167,CARRITHERS MIDDLE,4320 BILLTOWN RD,LOUISVILLE,KY,40299,485-8224,CARRITHERS,https://www.jefferson.kyschools.us/schools/profiles/carrithers
1175070.25,244237.96875,123,M,JCPS,164,CONWAY MIDDLE,6300 TERRY RD,LOUISVILLE,KY,40258,485-8233,CONWAY,https://www.jefferson.kyschools.us/schools/profiles/conway
1265463.375,272222.125,124,M,JCPS,119,CROSBY MIDDLE,303 GATEHOUSE LN,LOUISVILLE,KY,40243,485-8235,CROSBY,https://www.jefferson.kyschools.us/schools/profiles/crosby
1178117.375,253248.46875,125,M,JCPS,49,FARNSLEY MIDDLE,3400 LEES LN,LOUISVILLE,KY,40216,485-8242,FARNSLEY,https://www.jefferson.kyschools.us/schools/profiles/farnsley
1222093.5,266745.34375,126,M,JCPS,320,HIGHLAND MIDDLE,1700 NORRIS PL,LOUISVILLE,KY,40205,485-8266,HIGHLAND,https://www.jefferson.kyschools.us/schools/profiles/highland
1200904.5475,248447.751249999,127,M,JCPS,730,OLMSTED ACADEMY SOUTH,5650 SOUTHERN PWY,LOUISVILLE,KY,40214,485-8270,OLMSTED SOUTH,https://www.jefferson.kyschools.us/schools/profiles/frederick-law-olmsted-academy-south
